content,label
"App tidak support di perangkat saya, padahal android 13, ram 8GB, berulang x saya uninstall masih saja tidak sampai ke menu utama, begitu login langsung gagal ke menu selanjutnya. Entah proses Ujicobanya seperti apa, sebelum launching.. jika tidak segera diperbaiki, menurut saya app ini masih belum layak di gunakan untuk pemilu 2024.",negatif
Baru mau inisialisasi aja susahnya minta ampun. Apakah memang aplikasi dan digitalisasi pemilu indonesia belum siap.? Maksud hati ingin memudhkan dan mempercepat tapi aplikasinya malah seperti masih mentah dan sangat susah diakses akhirnya malah menambah masalah dan lebih lambat.. Mohon segera di perbaiki agar benar benar memudahkan kedepannya,negatif
"Aplikasi masih sangat prematur. Sudah susah login, giliran pindah ponsel yg kualitas kameranya memadai, malah loading dan ""Gagal mendapatkan kunci digital : timeout"". Ayok Tim IT KPU, seriusan bkin aplikasinya. Jgn tujuannya digitalisasi utk mempermudah, malah akhirnya mempersulit. Tujuannya untuk mempermudahkan?? Ingat waktu sudah mendesak. Keberhasilan Anda berada ditangan kami para KPPS",negatif
"Ga bisa masuk, tidak ada pilihan daftar akun yg ada hanya masuk akun sedangkan kita blm punya akun gmn mau masuk hadeeee....cacat nih aplikasi",negatif
"Aplikasi menyusahkan,, gara"" aplikasi ini semua data di HP sy error dan terhapus semua ðŸ˜­ Masukan untuk si pembuat aplikasi, tolong matangkan dlu aplikasinya baru action.. HP kami Jd percobaan untuk aplikasi yg sia""..",negatif
"Mending gausah ada apk ini aja gak sih, belum apa apa udah eror terus, login susah banget, pas udah bisa login ada aja tuh kendalanya, kualitas gambar ampun deh masak iya harus ngedit terus, mana sering tiba-tiba logout, server down teruuusss",negatif
"Udah capek saya menginstal hampir 100kali,berusaha login juga begitu. Ga pernah berhasil,ada aja masalahnya username dan password tidak valid padahal memang benar yg dikirim ke saya itu yg saya masukan. Selain itu,katanya error,time out,gagal mendapatkan sertifikat dll. Pusing... ðŸ˜­",negatif
"Aplikasi tidak layak pakai, bukan mempercepat kerja kami sebagai kpps tapi malah memperlama, bikin capek aja setiap hari harus ngurus sirekap ðŸ˜ª, kalo aplikasi belum siap pakai gak usah di launching dulu",negatif
"Aplikasinya gak bisa buat log in udah coba berkali kali tetep aja gak bisa, bukannya mempermudah malah mempersulit, pemilu udah mepet aplikasi malah belum final jadi, udah gitu yg belum bisa log in dituntut buat agar segera log in, seakan akan salah pengguna bukan developernya, gimana nih tanggepannya KPU?",negatif
"Aplikasi prematur gini, mestinya uji secara teknis dulu, baru di terapkan di publik. Malu2in negara saja ini yg katanya canggih. Canggih buat bagi yg ingin curang",negatif
"Negara kita terlalu memaksakan penggunaan aplikasi ini.. bukannya mempermudah mala menyusahkan. Begitu bisa login di apdet lagi, setelah itu tidak bisa login lagi.. mana sinyal di negara ini tidak merata.. banyak pelosok negeri yang belum terjangkau jaringan lebih mustahil lagi mengoprasikan apk nya.",negatif
"Izin untuk masukan, semoga ada perbaikan. Kalau boleh usul untuk server sirekap diadakan regional agar tidak sibuk server nasional & mengutamakan pengiriman data angka ketimbang foto. Nuhun",negatif
"Sangat burukkkkkkkkkk , pembuatan aplikasi kelihatan ngga siap samasekali ðŸ˜ªðŸ˜ª sampai tanggal 16 Februari sirekap masih bermasalah. Udahh itu semuanya masalahhhhhhhhh bermasalahhhhh",negatif
"Hasil foto buram karna settingan bawaan aplikasinya pakai kamera ultra wide bukan main kamera utama, kalo hp kurang mahal spek kamera ultawide kurang tinggi susah . Bukannya mempercepat malah memperlambat proses karna harus coba terus , fitur settingan kamera gak ada , fitur fokus kamera juga gak ada",negatif
"Aplikasi menyusahkan user ! Ga bisa upload foto dari galeri , pas foto scan-c malah ke ultra wide bukan fokus kamera utama . Suka keluar tiba tiba . Daftar saksi pasti logout terus login berulang kali . Upload file jadi Pdf gila lama banget .",negatif
Semoga dgn adanya aplikasinya ini biaa meminimalisir bentuk2 kecurangan pemilu. Dan penyelenggaranya amanah. Akan tetapi kesini2nya susah diakses utk update data suara,negatif
Payah aplikasi nya.. begitu mengirim foto C1 selesai terus mau menulis jumlah hasil suara nya menggunakan angka tidak bisa diubah soalnya sudah dari aplikasi si rekap nya memenangkan Paslon tertentu,negatif
"Aplikasi TOLOL, bukan mempermudah malah makin jadi mempersulit, mau login aja susah nya setengah MATI gak bisa 7 hari 7 malam. Kalau belum siap pakai Aplikasi, gak Usah sok-sok an pengen serba digitalisasi. Benerin dlu tuh BUG aplikasi, baru di publikasi kalau sudah 100% siap.",negatif
"tidak bisa masuk aplikasi, diketerangan server error... padahal aplikasi ini mau dipakai seluruh indonesia secara serentak. tolong diperbaiki lagi server untuk masuk diaplikasi agar berjalan lancar dan mempermudah penggunaan untuk kedepan.",negatif
"Tolong aplikasinya diperbaiki lagi dan diperluas penyimpanannya, misal seperti pc atau perangkat lain itu chipset dan prosesornya dinaikkan kualitasnya agar lebih lancar untuk digunakan. Ini kan aplikasi bisa server atau apanya lah yg dupgrade agar nanti pas dipakai tidak ada masalah login dll soalnya penggunanya nanti pasti banyak dan masuknya bersamaan",negatif
"Berawal untuk mempermudah sirekap ternyata apk blm bisa mendukung, kedepan nya agar bisa di priperin lagi untuk apk nya dan di dalam fitur nya",negatif
"Aplikasi ini bersekala Nasional namun sulit di Gunakan, memang bisa menggunakan nya secara Offline tapi aplikasi sulit untuk mengidentifikasi gambar dan data pahal hasil gambar sudah sangat jelas, saya harap ini bisa di perbaharui kembali karena aplikasi sangat di butuhkan ðŸ™ðŸ™",negatif
"ini aplikasi tidak siap sama sekali. terlalu banyak kegagalan dari server nya sendiri, seperti error, gagal, dll. bukan salah signal kami tetapi server nya yg harus ditingkatkan agar anggota bisa log in dengan serempak! katanya inisialisasi perangkat sudah selesai tapi masih error dan disuruh melakukan clear data, clear data dilakukan pun setelah masuk lagi tetap sama hasil nya tidak berubah sama sekali",negatif
"Harusnya aplikasinya di kembangkan sejak lama. Ini kesannya terlihat seperti baru d kembangkan kemarin sore. Jangankan untuk masuk dan menjalankan, inisialisasi nya saja susah. Entah time out, atau error yg lain. Terus dilihat dari komentar yg lain ada yg hasil foto jadi buram lah apa lah. Bukanya memudahkan malah menambah masalah rasanya.",negatif
"Gimana nih H-2 masih sering error aplikasinya sering logout waktu sehabis pengisian dataÂ² dan tidak bisa masuk kembali padahal username dan password sudah diedit dan benar. Begini lah hasilnya jika memaksakan kehendak,server belum stabil dipaksa dipakai apakah nanti mau menyalahkan operator karena tidak kompeten ??? Padahal aplikasinya yang tidak kompeten dan belum seharusnya untuk digunakan. . . .Parah Banget",negatif
"secara UI/UX aplikasi ini sudah bagus dan rapi, secara fitur, keamanan, autentikasi, dll sudah sangat baik, namun sepertinya model data yang dilatih untuk membuat machine learning-nya masih jauh dari kata sempurna bahkan bagus, sehingga output yang dihasilkan tidak seperti yang diharapkan users atau bahkan developer-nya sendiri",positif
Aplikasi cacat bukan membantu malah menyusahkan.. terlalu lemot untuk di gunakan.. terlalu banyak bug ðŸ™,negatif
"Tujuan aplikasinya bagus, cuma sepertinya programmernya kayak anak baru belajar IT, masa tombol logoutnya pun tidak ada, jadi kalau log out clear data cache trus gitu. Tolonglah di persiapkan dengan matang aplikasinya, semoga saja lancar lah hari ini tgl 14.",positif
"Apk nya kenapa ya hasilnya eror terus gak bisa inisialisasi,,notifikasi nya itu""gagal mendapatkan sertepikat digital karena akun ada sudah tercatat sudah melakukan inisialisasi coba melakukan clear data"""" Padahal udah berapa kali di coba masuk apknya belum pernah mendaptkan hasil inisialisasi nya.. Mengingat pemilu kita semakin dekat mohon perbaikan secepat nya jika apk ini memang di harus kan untuk di gunakanðŸ™",negatif
"Aplikasinya crush... Jangankan mau login, klik kotak masuk langsung keluar sendiri apk nya, tadinya masih bisa masuk cuma tidak bisa mengunduh sertifikat saja. Setelah di reinstal, malah tidak bisa masuk sama sekali",negatif
"jelek banget aplikasi nya mau login aja susah nya minta ampunðŸ˜£pas udah bisa login eh malah gagal mulu pas otentikasi, padahal inisialisasi wajah udah bener, jaringan 100% lancar tapi kenapa gagal mulu? alesan nya eror lah timeout lah haduhhhðŸ˜£banyak juga orang yang mengalami hal yang sama seperti saya sekarang! Perbaiki kekurangan agar aplikasi bisa dipakai dengan mudah dan nyaman!!! BUKAN NYA MEMPERMUDAH MALAH MEMPERBANYAK MASALAH!!!!",negatif
"Payah bgt gak ngebantu sama sekali, malah bikin lama cuma karena error saat ingin mengirim.. Sinyal wifi + data sangatÂ² prepare dari hari sebelum pencoblosan, malah bikin lama saat perhitungan, tolong kedepannya diperbaiki, jika perlu hari ini. Kasian para kpps yang lebih tidak begitu baik mengoperasikan seperti bapak bapak, untung banyak generasi muda yang ikut seperti saya. Ini pun masih kesusahan karena sistem dari sana, tolong di cek sistem, server, dan segala macamnya. Agar lebih siap lagi!",negatif
"Aplikasi belum layak di gunakan, banyak eror saat sudah login dan pasti keluar sendiri, pasti muncul keterangan tidak ada profil yang aktif. Saat di tanyakan ke yang bertanggung jawab hanya ada jawaban di coba terus sampai bisa. Hadehhh... Kalau kayak gini pas di gunakan besok bukannya membantu mempercepat malah memperlambat dan semakin lama.",negatif
"Untuk loginnya susah dan lama , setiap kali update kita di minta untuk login kembali saat login pasword kita masukkan terkadang tidak bisa. Kecuali di hapus dulu data sirekapnya dan instal kembali aplikasinya , menurut saya sangat ribet mohon di permudah lagi ðŸ™ðŸ»",negatif
"Loginya susah, sekalinya sudah login bermasalahm hrusny uji coba dari bulan kemarin. Ini sudah h-11 baru mau uji coba mana aplikasinya bermasalah, lebih baik secara manual seperti dulu saja mungkin niatnya mempermudah malah jadinya mempersusah",negatif
"Untuk login masuk aman Tp saat kirim foto sering mental sehingga harus kirim ulang dan bahkan bisa foto ulang Setelah di submit semua untuk mengunci dan mengirim berkas pdf loding lama Setelah berkas pdf terkirim untuk membagikan berkas pdf selalu mental tidak bisa mengirim... Di saat jaringan lemah sangat sulit untuk mengakses, JD seperti saya yg di lingkungan pedesaan yg jaringannya kurang baik, cukup sulit untuk mengirim foto"", simulasi kemarin sampai 2 hari baru bisa melihat detail foto...",negatif
"Berdasarkan hasil simulasi hari ini, kualitas foto burem, minimal HD lah pak , dan aplikasi sama sekali belum siap untuk digunakan apalagi dengan lingkup seluruh Indonesia, tolong distabilkan terlebih dahulu yaa tinggal H-7 ke pemilu",negatif
"Tipu-tipu?. Kl Error atau human error, knapa penambahan suara ke 02 terus, penambahan nya pun gila2an, melebih kapasitas jumlah suara di TPS. Error nya SANGAT BANYAK. Sengaja?",negatif
"Fungsi aplikasi itu sebenarnya untuk mempermudah pekerjaan kita. Tapi ini sebaliknya, aplikasi ini sangat menyulitkan. Untuk mendapatkan verfikasi hasil upload gambar juga teramat sulit. Kualitas gambar BURAM, sebagian pengguna mengalami susah login. Pemilu sudah di depan mata. Tapi aplikasinya belum SIAP PAKAI.",negatif
"Aplikasinya belum siap digunakan. Halaman kedua c hasil presiden sangat amat tidak kompeten, hasil suara yang salah tidak boleh diedit. Aneh sekali. Aplikasi ini mungkin mempermudah pekerjaan KPU, tapi ini sangat sangat sangat mempersulit KPPS. Cara menggunakannya cukup mudah,tapi masalah tekhnis nya masih buruk: server sering eror, lelet, loading lama, dan sistem penggunaannya masih belum jelas. Saya harap kedepannya aplikasi ini bisa lebih siap pakai dan tidak merepotkan KPPS yang bertugas.",negatif
"Aplikasi belum siap untuk digunanakan tapi maksa untuk di gunakan,,, Banyak salah dan error,,, perbaiki lagi sampai siap di gunakan",negatif
"Kalo mau digitalisasi min tes uji coba setahun sblm bukan bbrp minggu sblm, mau login berkali"" selalu gagal udah masuk banyak eror data gak kebacalah, saat kirim data force close, entar dilapangan malah nyalahin pengguna padahal develop nya yang gak bener, niat mempermudah malah makin susah",negatif
"Bener2 alat bantu ini sirekap, bantu org yang menggunakan jadi stress.. Aplikasi gagal, gak layak dipakai untuk sekelas pemilu!!!",negatif
"Mohon tambahkan fitur impor (mengambil) file/foto. Karena kalau jaringan jelek, kita harus memfoto ulang satu per satu ðŸ™ kalau ada fitur impor file kita bisa menyimpan foto di galeri dan mengupload kalau jaringan stabil. Agar tidak terjadi kesalahan aplikasi membaca data, jadi kami tidak terburu-buru. Karena banyak yang mau di foto. 68 foto harus kami ambil.",negatif
"Mohon untuk devloper apknya, ini apk masih ada bug. Masak open kamera otentifikasi tidak muncul. Bagaimana mau foto. Takutnya sy masuk mlah kamera tidak bisa di open. Pdhl sudah android 11. Mohon bug ini di periksa lagi, ini masa depan indonesia.",negatif
"Tolong kualitas hasil jepretan kameranya diperbaiki, spek hp android sangat memadai dan kamera utama hp bagus hd tapi hasil kamera di sirekap blur, tidak jelas layaknya spek android zaman megalitikum. Bawaan aplikasinya untuk kamera tidak bagus",negatif
Aplikasi buruk... jelek... gak ada guna.... gak bisa di pake... aplikasi CACAT!!!!!!.... gak ada tombol daftar!!!!! Buang2 duit donlod aplikasi ini!!!,negatif
"aplikasi diinstal. Loadingnya lama, apalagi di bagian inisialisasi akun. Sudah ada email dan akun tapi error terus. Di bimtek sudah diberitahukan tentang aplikasi dan mendekati pemilu ini, harusnya aplikasi sudah siap dan tidak error seperti ini. Membuat pengguna jadi kesusahan.",negatif
"Berharap aplikasi ini dpt mempercepat informasi hasil pemilu, tp malah kemungkinan akan memperlambat karena proses verifikasi hasil scan fotonya tidak langsung terbaca. Ayo perbaiki lagi supaya mudah digunakan ðŸ’ª",negatif
"Aplikasi skala nasional kok bisa seburuk ini ? Bukannya mempermudah pekerjaan, nyusahin iya.. tiap kali salah harus foto ulang. Gak ada fitur pilih gambar lngsung ke galeri, jadi kalau salah, C hasil udah digulung rapi harus di bongkar lagi.sering error, sistem salah bacalah. Pokoknya ngeribetin. Saran aja untuk kedepannya Adain fitur untuk pilih foto di galeri, jadi C Hasil GK harus dibuka tutup terus menerus.",negatif
"Aplikasi nya sangat minimalis, bahkan saking minimalisnya tampilan aplikasinya pun bikin mata blinger, selain itu pula aplikasi ini punya kelebihan dimana susunan kalimat nya yang tidak tersusun yg kemudian mempersulit pengguna dalam memahami maksud dari kalimat atau kata yg ada di aplikasi.",negatif
"Harusnya mempermudah tapi malah mempersulit, upload data susah, login lama sering tiba"" log out.... KPU klo gitu gitu aja juga ga bisa maju teknologi nya, keamanan data saja ga bisa atur, dan persiapan ga ada yang matang.",negatif
"Terlalu banyak menu, seharusnya cukup berapa nilai perolehan suara dan foto , gk usah pake embel embel yang bikin aplikasi lemot buat akses, dan gk terlalu menyusahkan user, user udah cape dengan perhitungan suara , ditambah disuruh cape ngurusin beginian....",negatif
"Aplikasi Jelek, masih kurang layak digunakan. Terkesan di paksakan, padahal digunakan untuk kegiatan sangat penting. Dilihat dari desain UI/UX nya juga kurang proper ala kadarnya. Terkesan seperti orang yang baru belajar membuat aplikasi, kurang profesional.",negatif
"Apk apaan, kalo bikin mah jangan setengah-setengah, kalo gini malah buat petugas nambah pusing. Mending yang buat apk ditingkatkan kalo gak dimudahkan buat uploadnya. Udah upload, masih direvisi lagi, gambar burem, loading lama, kadang juga error, gini aja katanya masih bisa dihack. Aneh emang",negatif
"aplikasi yang setengah matang, banyak bug dan menyusahkan pengguna. kalau bisa tambahkan fitur upload gambar dari local storage, bukan hanya scan langsung dari kamera. karna itu menyulitkan sirekap (ribet)",negatif
"Sangat mempersulit, gambarnya seperti ke compress sendiri, g ada satupun yg bener, lain kali tolong fiturnya diubah saja agar bisa ambil gambar dri galeri",negatif
